图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE05000136,影子,1618280905927T0604VE05000136VE001561618281064013,这 这是大草原,0,0,0,4,0,这这是一这是大草原,"['zhe', 'zhe', 'shi', 'yi', 'zhe', 'shi', 'da', 'cao', 'yuan']",['ying-zi'],"{'word': '这这是一这是大草原', 'pinyin': ""['zhe', 'zhe', 'shi', 'yi', 'zhe', 'shi', 'da', 'cao', 'yuan']"", 'nearest': ['yi', 'zhe'], 'minDis': 2.0}",0,,1
VE05000136,影子,1618282136024T0604VE05000136VE001561618282302341,草地,0,0,0,5,0,草地,"['cao', 'di']",['ying-zi'],"{'word': '草地', 'pinyin': ""['cao', 'di']"", 'nearest': ['cao', 'di'], 'minDis': 2.5}",0,0,0
VE05000136,影子,1618282675120T0602VE05000136VE001561618282815489,景子,0,0,0,3,1,引子,"['yin', 'zi']",['ying-zi'],"{'word': '引子', 'pinyin': ""['yin', 'zi']"", 'nearest': ['yin', 'zi'], 'minDis': 0.25}",0,1,0
VE05000136,影子,1618295615703T0604VE05000136VE001561618295812300,大树,0,0,0,5,0,但是我,"['dan', 'shi', 'wo']",['ying-zi'],"{'word': '但是我', 'pinyin': ""['dan', 'shi', 'wo']"", 'nearest': ['dan', 'shi'], 'minDis': 2.3}",0,0,0
VE05000136,影子,1618298013833T0501VE05000136VE001561618298192591,这是 草地,0,0,1,3,0,这是场地,"['zhe', 'shi', 'chang', 'di']",['ying-zi'],"{'word': '这是场地', 'pinyin': ""['zhe', 'shi', 'chang', 'di']"", 'nearest': ['chang', 'di'], 'minDis': 2.0}",0,,1
VE05000136,影子,1618448900511T0604VE05000136VE001561618449054077,树的椅子,0,0,0,3,1,树的椅子,"['shu', 'de', 'yi', 'zi']",['ying-zi'],"{'word': '树的椅子', 'pinyin': ""['shu', 'de', 'yi', 'zi']"", 'nearest': ['yi', 'zi'], 'minDis': 1.0}",0,,1
VE05000136,影子,1618451101330T0501VE05000136VE001561618451259957,嗯 树,0,0,1,5,0,嗯有多少？富,"['en', 'you', 'duo', 'shao', 'fu']",['ying-zi'],"{'word': '嗯有多少？富', 'pinyin': ""['en', 'you', 'duo', 'shao', 'fu']"", 'nearest': ['en', 'you'], 'minDis': 3.0}",0,0,0
VE05000136,影子,1618451426336T0602VE05000136VE001561618451544002,/,0,0,1,0,0,这是用泡沫出来,"['zhe', 'shi', 'yong', 'pao', 'mo', 'chu', 'lai']",['ying-zi'],"{'word': '这是用泡沫出来', 'pinyin': ""['zhe', 'shi', 'yong', 'pao', 'mo', 'chu', 'lai']"", 'nearest': ['yong', 'pao'], 'minDis': 2.0}",0,,1
VE05000136,影子,1618452740249T0604VE05000136VE001561618452883565,影之,0,0,1,3,1,结果影子,"['jie', 'guo', 'ying', 'zi']",['ying-zi'],"{'word': '结果影子', 'pinyin': ""['jie', 'guo', 'ying', 'zi']"", 'nearest': ['ying', 'zi'], 'minDis': 0.0}",0,1,0
VE05000136,影子,1618453029145T0602VE05000136VE001561618453146349,一的树的椅子,0,0,0,3,1,一个数字椅子,"['yi', 'ge', 'shu', 'zi', 'yi', 'zi']",['ying-zi'],"{'word': '一个数字椅子', 'pinyin': ""['yi', 'ge', 'shu', 'zi', 'yi', 'zi']"", 'nearest': ['yi', 'zi'], 'minDis': 1.0}",0,,1
VE05000136,影子,1618453584002T0602VE05000136VE001561618453728598,这是一个影子,0,0,1,4,1,这是一个影子,"['zhe', 'shi', 'yi', 'ge', 'ying', 'zi']",['ying-zi'],"{'word': '这是一个影子', 'pinyin': ""['zhe', 'shi', 'yi', 'ge', 'ying', 'zi']"", 'nearest': ['ying', 'zi'], 'minDis': 0.0}",0,1,0
VE05000136,影子,1618454475187T0501VE05000136VE001561618454629509,/,0,0,0,0,0,嗯,['en'],['ying-zi'],"{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE05000136,影子,1618455677099T0604VE05000136VE001561618455806261,这是影子,0,0,0,4,1,这是影子,"['zhe', 'shi', 'ying', 'zi']",['ying-zi'],"{'word': '这是影子', 'pinyin': ""['zhe', 'shi', 'ying', 'zi']"", 'nearest': ['ying', 'zi'], 'minDis': 0.0}",0,1,0
VE05000137,胳膊、胳膊肘、手肘,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1340T0503VE05000137VE00611,胳膊,0,0,1,5,1,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618275375251T0505VE05000137VE006111618275604055,手,0,0,1,5,0,手,['shou'],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '手', 'pinyin': ""['shou']""}",-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618277511749T0403VE05000137VE006111618278096780,手臂,0,0,1,5,0,手臂,"['shou', 'bi']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '手臂', 'pinyin': ""['shou', 'bi']"", 'nearest': ['shou', 'bi'], 'minDis': 2.6}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618279183526T0402VE05000137VE006111618279468790,这是 naniaode,1,0,0,1,0,这是大调的,"['zhe', 'shi', 'da', 'diao', 'de']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '这是大调的', 'pinyin': ""['zhe', 'shi', 'da', 'diao', 'de']"", 'nearest': ['zhe', 'shi'], 'minDis': 2.6}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618279812882T0403VE05000137VE006111618280100591,这是腿,0,0,1,5,0,这是腿,"['zhe', 'shi', 'tui']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '这是腿', 'pinyin': ""['zhe', 'shi', 'tui']"", 'nearest': ['zhe', 'shi'], 'minDis': 2.6}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618283377735T0503VE05000137VE006111618283615973,胳膊,0,0,1,5,1,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618296468087T0505VE05000137VE006111618296750722,这是腿,0,0,1,5,0,这是腿,"['zhe', 'shi', 'tui']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '这是腿', 'pinyin': ""['zhe', 'shi', 'tui']"", 'nearest': ['zhe', 'shi'], 'minDis': 2.6}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618297906963T0402VE05000137VE006111618298201279,肘,0,0,0,4,1,走,['zou'],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '走', 'pinyin': ""['zou']""}",-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618298310027T0503VE05000137VE006111618298472346,胳吧,0,0,1,3,1,哥吧,"['ge', 'ba']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '哥吧', 'pinyin': ""['ge', 'ba']"", 'nearest': ['ge', 'ba'], 'minDis': 0.6}",0,1,0
VE05000137,胳膊、胳膊肘、手肘,1618299133972T0403VE05000137VE006111618299416246,/,0,0,1,0,0,嗯,['en'],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618299226861T0403VE05000137VE006111618299472302,额,0,0,0,0,0,啊,['a'],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '啊', 'pinyin': ""['a']""}",-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618299730739T0402VE05000137VE006111618300063660,卧,0,0,0,0,0,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618449796526T0403VE05000137VE006111618450095043,/,0,0,0,0,0,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618450690039T0402VE05000137VE006111618450899777,/,0,0,0,0,0,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618450727708T0503VE05000137VE006111618450889933,腿,0,0,1,3,0,喂管理,"['wei', 'guan', 'li']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '喂管理', 'pinyin': ""['wei', 'guan', 'li']"", 'nearest': ['guan', 'li'], 'minDis': 2.6}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618453886603T0505VE05000137VE006111618454108471,手腕,0,0,0,5,0,手腕,"['shou', 'wan']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '手腕', 'pinyin': ""['shou', 'wan']"", 'nearest': ['shou', 'wan'], 'minDis': 3.5}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618454164862T0503VE05000137VE006111618454304973,手臂,0,0,0,5,1,手臂,"['shou', 'bi']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '手臂', 'pinyin': ""['shou', 'bi']"", 'nearest': ['shou', 'bi'], 'minDis': 2.6}",0,0,0
VE05000137,胳膊、胳膊肘、手肘,1618468822007T0402VE05000137VE006111618469031470,腿,0,0,0,5,0,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618469463349T0403VE05000137VE006111618469699085,胳膊,0,0,0,5,1,胳膊,"['ge', 'bo']","['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '胳膊', 'pinyin': ""['ge', 'bo']"", 'nearest': ['ge', 'bo'], 'minDis': 0.0}",0,1,0
VE05000137,胳膊、胳膊肘、手肘,1618469524076T0403VE05000137VE006111618469757189,/,0,0,0,0,0,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618470554451T0402VE05000137VE006111618470780869,腿,0,0,0,5,0,回,['hui'],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '回', 'pinyin': ""['hui']""}",-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618470847973T0403VE05000137VE006111618471073975,一,0,0,0,2,0,喂,['wei'],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']","{'word': '喂', 'pinyin': ""['wei']""}",-1,-1,-1
VE05000137,胳膊、胳膊肘、手肘,1618471019753T0402VE05000137VE006111618471336211,/,0,0,0,0,0,,[''],"['ge-bo', 'ge-bo-zhou', 'shou-zhou']",{},-1,-1,-1
VE05000138,旧,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['jiu'],{},-1,-1,-1
VE05000138,旧,1341T0602VE05000138VE01190,则资鞋很旧,0,0,1,3,1,这只鞋很旧,"['zhe', 'zhi', 'xie', 'hen', 'jiu']",['jiu'],"{'word': '这只鞋很旧', 'pinyin': ""['zhe', 'zhi', 'xie', 'hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1343T0501VE05000138VE01190,嗯 新的,0,0,0,4,0,嗯新的,"['en', 'xin', 'de']",['jiu'],"{'word': '嗯新的', 'pinyin': ""['en', 'xin', 'de']"", 'nearest': ['xin'], 'minDis': 1.8}",0,,1
VE05000138,旧,1344T0604VE05000138VE01190,很旧,0,0,0,4,1,很久,"['hen', 'jiu']",['jiu'],"{'word': '很久', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618189717760T0602VE05000138VE011901618189858172,很脏,0,0,0,5,0,很脏,"['hen', 'zang']",['jiu'],"{'word': '很脏', 'pinyin': ""['hen', 'zang']"", 'nearest': ['hen'], 'minDis': 3.0}",0,0,0
VE05000138,旧,1618191717238T0604VE05000138VE011901618191878574,很旧,0,0,0,5,1,喝酒,"['he', 'jiu']",['jiu'],"{'word': '喝酒', 'pinyin': ""['he', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618193100995T0604VE05000138VE011901618193278204,/,0,0,1,0,0,,[''],['jiu'],{},-1,-1,-1
VE05000138,旧,1618193735771T0602VE05000138VE011901618193848191,很黑,0,0,0,5,0,很黑,"['hen', 'hei']",['jiu'],"{'word': '很黑', 'pinyin': ""['hen', 'hei']"", 'nearest': ['hen'], 'minDis': 3.0}",0,0,0
VE05000138,旧,1618196018573T0602VE05000138VE011901618196189324,很旧,0,0,0,5,1,很旧,"['hen', 'jiu']",['jiu'],"{'word': '很旧', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618275960253T0604VE05000138VE011901618276124664,,0,0,0,0,0,这是一个当时,"['zhe', 'shi', 'yi', 'ge', 'dang', 'shi']",['jiu'],"{'word': '这是一个当时', 'pinyin': ""['zhe', 'shi', 'yi', 'ge', 'dang', 'shi']"", 'nearest': ['yi'], 'minDis': 2.0}",0,,1
VE05000138,旧,1618277350113T0501VE05000138VE011901618277533004,很旧,0,0,0,5,1,很旧,"['hen', 'jiu']",['jiu'],"{'word': '很旧', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618279667480T0602VE05000138VE011901618279810924,很 很差,0,0,0,5,0,很很差,"['hen', 'hen', 'cha']",['jiu'],"{'word': '很很差', 'pinyin': ""['hen', 'hen', 'cha']"", 'nearest': ['hen'], 'minDis': 3.0}",0,0,0
VE05000138,旧,1618280905927T0604VE05000138VE011901618281056082,很旧,0,0,0,5,1,肯定有,"['ken', 'ding', 'you']",['jiu'],"{'word': '肯定有', 'pinyin': ""['ken', 'ding', 'you']"", 'nearest': ['you'], 'minDis': 1.9}",0,,1
VE05000138,旧,1618282136024T0604VE05000138VE011901618282291947,很脏,0,0,0,5,0,和张,"['he', 'zhang']",['jiu'],"{'word': '和张', 'pinyin': ""['he', 'zhang']"", 'nearest': ['he'], 'minDis': 3.0}",0,0,0
VE05000138,旧,1618282675120T0602VE05000138VE011901618282809413,/,0,0,0,0,0,,[''],['jiu'],{},-1,-1,-1
VE05000138,旧,1618295615703T0604VE05000138VE011901618295804201,很旧,0,0,0,5,1,很旧,"['hen', 'jiu']",['jiu'],"{'word': '很旧', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618298013833T0501VE05000138VE011901618298184481,哪儿则四皮鞋,0,0,0,3,0,那这是皮鞋,"['na', 'zhe', 'shi', 'pi', 'xie']",['jiu'],"{'word': '那这是皮鞋', 'pinyin': ""['na', 'zhe', 'shi', 'pi', 'xie']"", 'nearest': ['xie'], 'minDis': 1.8}",0,,1
VE05000138,旧,1618448900511T0604VE05000138VE011901618449047085,很旧,0,0,0,5,1,很旧,"['hen', 'jiu']",['jiu'],"{'word': '很旧', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618451101330T0501VE05000138VE011901618451253424,很旧,0,0,0,5,1,很旧,"['hen', 'jiu']",['jiu'],"{'word': '很旧', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618451426336T0602VE05000138VE011901618451536889,那只很旧,0,0,0,4,1,那是很旧,"['na', 'shi', 'hen', 'jiu']",['jiu'],"{'word': '那是很旧', 'pinyin': ""['na', 'shi', 'hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618452740249T0604VE05000138VE011901618452876259,很旧,0,0,0,5,1,很旧,"['hen', 'jiu']",['jiu'],"{'word': '很旧', 'pinyin': ""['hen', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1618453029145T0602VE05000138VE011901618453139127,很脏,0,0,0,3,1,可知道,"['ke', 'zhi', 'dao']",['jiu'],"{'word': '可知道', 'pinyin': ""['ke', 'zhi', 'dao']"", 'nearest': ['ke'], 'minDis': 3.0}",0,0,0
VE05000138,旧,1618453584002T0602VE05000138VE011901618453716644,那只鞋很,0,0,1,4,0,辣子血很,"['la', 'zi', 'xie', 'hen']",['jiu'],"{'word': '辣子血很', 'pinyin': ""['la', 'zi', 'xie', 'hen']"", 'nearest': ['xie'], 'minDis': 1.8}",0,,1
VE05000138,旧,1618454475187T0501VE05000138VE011901618454622286,黑,0,0,0,4,0,嗯,['en'],['jiu'],"{'word': '嗯', 'pinyin': ""['en']"", 'nearest': ['en'], 'minDis': 3.0}",0,0,0
VE05000138,旧,1618455677099T0604VE05000138VE011901618455800051,很旧,0,0,0,4,1,你就,"['ni', 'jiu']",['jiu'],"{'word': '你就', 'pinyin': ""['ni', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000139,听诊器,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ting-zhen-qi'],{},-1,-1,-1
VE05000139,听诊器,1341T0602VE05000139VE00738,/,0,1,1,0,0,想不起来了,"['xiang', 'bu', 'qi', 'lai', 'le']",['ting-zhen-qi'],"{'word': '想不起来了', 'pinyin': ""['xiang', 'bu', 'qi', 'lai', 'le']"", 'nearest': ['xiang', 'bu', 'qi'], 'minDis': 2.0}",0,,1
VE05000139,听诊器,1343T0501VE05000139VE00738,医生的,0,0,1,5,0,医生呢,"['yi', 'sheng', 'ni']",['ting-zhen-qi'],"{'word': '医生呢', 'pinyin': ""['yi', 'sheng', 'ni']"", 'nearest': ['yi', 'sheng', 'ni'], 'minDis': 1.7666666666666666}",0,,1
VE05000139,听诊器,1347T0605VE05000139VE00738,这是可以测量你提问 这是可以看你的心脏再跳还是不在跳,0,0,0,5,0,这是可以测量你体温，这是可以看你的心脏在跳还是不在跳,"['zhe', 'shi', 'ke', 'yi', 'ce', 'liang', 'ni', 'ti', 'wen', 'zhe', 'shi', 'ke', 'yi', 'kan', 'ni', 'de', 'xin', 'zang', 'zai', 'tiao', 'huan', 'shi', 'bu', 'zai', 'tiao']",['ting-zhen-qi'],"{'word': '这是可以测量你体温，这是可以看你的心脏在跳还是不在跳', 'pinyin': ""['zhe', 'shi', 'ke', 'yi', 'ce', 'liang', 'ni', 'ti', 'wen', 'zhe', 'shi', 'ke', 'yi', 'kan', 'ni', 'de', 'xin', 'zang', 'zai', 'tiao', 'huan', 'shi', 'bu', 'zai', 'tiao']"", 'nearest': ['wen', 'zhe', 'shi'], 'minDis': 2.0}",0,,1
VE05000139,听诊器,1618189717760T0602VE05000139VE007381618189882255,/,0,0,1,0,0,,[''],['ting-zhen-qi'],{},-1,-1,-1
VE05000139,听诊器,1618192048330T0605VE05000139VE007381618192200035,医生的 救疗的,0,0,0,3,0,你睡了就聊到,"['ni', 'shui', 'le', 'jiu', 'liao', 'dao']",['ting-zhen-qi'],"{'word': '你睡了就聊到', 'pinyin': ""['ni', 'shui', 'le', 'jiu', 'liao', 'dao']"", 'nearest': ['ni', 'shui', 'le'], 'minDis': 2.6666666666666665}",0,0,0
VE05000139,听诊器,1618192544946T0605VE05000139VE007381618192674216,医生用的东西,0,0,0,4,0,这一生中的东西,"['zhe', 'yi', 'sheng', 'zhong', 'de', 'dong', 'xi']",['ting-zhen-qi'],"{'word': '这一生中的东西', 'pinyin': ""['zhe', 'yi', 'sheng', 'zhong', 'de', 'dong', 'xi']"", 'nearest': ['sheng', 'zhong', 'de'], 'minDis': 2.4}",0,0,0
VE05000139,听诊器,1618193735771T0602VE05000139VE007381618193872086,听诊器,0,0,0,5,1,听诊器,"['ting', 'zhen', 'qi']",['ting-zhen-qi'],"{'word': '听诊器', 'pinyin': ""['ting', 'zhen', 'qi']"", 'nearest': ['ting', 'zhen', 'qi'], 'minDis': 0.0}",0,1,0
VE05000139,听诊器,1618196018573T0602VE05000139VE007381618196211458,/,0,0,0,0,0,,[''],['ting-zhen-qi'],{},-1,-1,-1
VE05000139,听诊器,1618277350113T0501VE05000139VE007381618277560465,/,0,0,1,0,0,,[''],['ting-zhen-qi'],{},-1,-1,-1
VE05000139,听诊器,1618278205081T0605VE05000139VE007381618278341618,这是医生带的 治遥的,0,0,0,3,0,这是一身自摇的,"['zhe', 'shi', 'yi', 'shen', 'zi', 'yao', 'de']",['ting-zhen-qi'],"{'word': '这是一身自摇的', 'pinyin': ""['zhe', 'shi', 'yi', 'shen', 'zi', 'yao', 'de']"", 'nearest': ['yi', 'shen', 'zi'], 'minDis': 1.5999999999999999}",0,,1
VE05000139,听诊器,1618278587855T0605VE05000139VE007381618278854655,/,0,0,1,0,0,下面,"['xia', 'mian']",['ting-zhen-qi'],"{'word': '下面', 'pinyin': ""['xia', 'mian']""}",-1,-1,-1
VE05000139,听诊器,1618279667480T0602VE05000139VE007381618279837191,额 不到,0,0,0,3,0,嗯不了,"['en', 'bu', 'le']",['ting-zhen-qi'],"{'word': '嗯不了', 'pinyin': ""['en', 'bu', 'le']"", 'nearest': ['en', 'bu', 'le'], 'minDis': 3.0666666666666664}",0,0,0
VE05000139,听诊器,1618282675120T0602VE05000139VE007381618282827753,器,0,0,0,5,0,气,['qi'],['ting-zhen-qi'],"{'word': '气', 'pinyin': ""['qi']""}",-1,-1,-1
VE05000139,听诊器,1618298013833T0501VE05000139VE007381618298207713,嗯 这个是 呼吸,0,0,0,3,0,嗯这个是深呼吸，呼吸,"['en', 'zhe', 'ge', 'shi', 'shen', 'hu', 'xi', 'hu', 'xi']",['ting-zhen-qi'],"{'word': '嗯这个是深呼吸，呼吸', 'pinyin': ""['en', 'zhe', 'ge', 'shi', 'shen', 'hu', 'xi', 'hu', 'xi']"", 'nearest': ['en', 'zhe', 'ge'], 'minDis': 2.066666666666667}",0,,1
VE05000139,听诊器,1618447854715T0605VE05000139VE007381618447985998,嗯器,0,0,0,3,0,气,['qi'],['ting-zhen-qi'],"{'word': '气', 'pinyin': ""['qi']""}",-1,-1,-1
VE05000139,听诊器,1618451101330T0501VE05000139VE007381618451279554,应诊器,0,0,0,3,1,听整齐,"['ting', 'zheng', 'qi']",['ting-zhen-qi'],"{'word': '听整齐', 'pinyin': ""['ting', 'zheng', 'qi']"", 'nearest': ['ting', 'zheng', 'qi'], 'minDis': 0.16666666666666666}",0,1,0
VE05000139,听诊器,1618451426336T0602VE05000139VE007381618451561751,经缜记,0,0,0,2,1,听诊器,"['ting', 'zhen', 'qi']",['ting-zhen-qi'],"{'word': '听诊器', 'pinyin': ""['ting', 'zhen', 'qi']"", 'nearest': ['ting', 'zhen', 'qi'], 'minDis': 0.0}",0,1,0
VE05000139,听诊器,1618451774229T0605VE05000139VE007381618451891830,诊器,0,0,0,3,0,整齐,"['zheng', 'qi']",['ting-zhen-qi'],"{'word': '整齐', 'pinyin': ""['zheng', 'qi']""}",-1,-1,-1
VE05000139,听诊器,1618453029145T0602VE05000139VE007381618453165039,这是救心脏的那个东西,0,0,0,4,0,这是就西藏的那个图形,"['zhe', 'shi', 'jiu', 'xi', 'cang', 'de', 'na', 'ge', 'tu', 'xing']",['ting-zhen-qi'],"{'word': '这是就西藏的那个图形', 'pinyin': ""['zhe', 'shi', 'jiu', 'xi', 'cang', 'de', 'na', 'ge', 'tu', 'xing']"", 'nearest': ['cang', 'de', 'na'], 'minDis': 2.4}",0,0,0
VE05000139,听诊器,1618453308633T0605VE05000139VE007381618453401972,这是,0,0,0,4,0,这是,"['zhe', 'shi']",['ting-zhen-qi'],"{'word': '这是', 'pinyin': ""['zhe', 'shi']""}",-1,-1,-1
VE05000139,听诊器,1618453584002T0602VE05000139VE007381618453750396,是听怎器,0,0,0,3,1,是听诊器,"['shi', 'ting', 'zhen', 'qi']",['ting-zhen-qi'],"{'word': '是听诊器', 'pinyin': ""['shi', 'ting', 'zhen', 'qi']"", 'nearest': ['ting', 'zhen', 'qi'], 'minDis': 0.0}",0,1,0
VE05000139,听诊器,1618454475187T0501VE05000139VE007381618454645964,/,0,0,0,0,0,又是一个篮球赛是吧？,"['you', 'shi', 'yi', 'ge', 'lan', 'qiu', 'sai', 'shi', 'ba']",['ting-zhen-qi'],"{'word': '又是一个篮球赛是吧？', 'pinyin': ""['you', 'shi', 'yi', 'ge', 'lan', 'qiu', 'sai', 'shi', 'ba']"", 'nearest': ['you', 'shi', 'yi'], 'minDis': 2.6}",0,0,0
VE02000005,铃铛,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ling-dang'],{},-1,-1,-1
VE02000005,铃铛,1636T0504VE02000005VE00957,画画的东西,0,1,1,3,0,我画的东西,"['wo', 'hua', 'de', 'dong', 'xi']",['ling-dang'],"{'word': '我画的东西', 'pinyin': ""['wo', 'hua', 'de', 'dong', 'xi']"", 'nearest': ['de', 'dong'], 'minDis': 2.5}",0,0,0
VE02000005,铃铛,1645T0504VE02000005VE00957,露珠,0,0,1,5,0,肉粥,"['rou', 'zhou']",['ling-dang'],"{'word': '肉粥', 'pinyin': ""['rou', 'zhou']"", 'nearest': ['rou', 'zhou'], 'minDis': 4.25}",0,0,0
VE02000005,铃铛,1655T0404VE02000005VE00957,梨当,0,0,1,4,1,什么你的,"['shen', 'me', 'ni', 'de']",['ling-dang'],"{'word': '什么你的', 'pinyin': ""['shen', 'me', 'ni', 'de']"", 'nearest': ['ni', 'de'], 'minDis': 2.65}",0,0,0
VE02000005,铃铛,1697T0504VE02000005VE00957,,0,0,0,0,0,细节,"['xi', 'jie']",['ling-dang'],"{'word': '细节', 'pinyin': ""['xi', 'jie']"", 'nearest': ['xi', 'jie'], 'minDis': 3.5}",0,0,0
VE02000005,铃铛,1619139303876T0404VE02000005VE009571619139697927,铃铛,0,0,1,5,1,领导,"['ling', 'dao']",['ling-dang'],"{'word': '领导', 'pinyin': ""['ling', 'dao']"", 'nearest': ['ling', 'dao'], 'minDis': 1.0}",0,,1
VE02000005,铃铛,1619140450795T0404VE02000005VE009571619140738521,铃铛,0,0,1,4,1,领导,"['ling', 'dao']",['ling-dang'],"{'word': '领导', 'pinyin': ""['ling', 'dao']"", 'nearest': ['ling', 'dao'], 'minDis': 1.0}",0,,1
VE02000005,铃铛,1619141078429T0504VE02000005VE009571619141200882,,0,0,0,0,0,心脏,"['xin', 'zang']",['ling-dang'],"{'word': '心脏', 'pinyin': ""['xin', 'zang']"", 'nearest': ['xin', 'zang'], 'minDis': 1.25}",0,,1
VE02000005,铃铛,1619141639151T0404VE02000005VE009571619141811976,,0,0,0,0,0,,[''],['ling-dang'],{},-1,-1,-1
